question,variables,target,dataset,formatter,subset,split
"A research participant eats half a bowl of M&M candies, and then stops eating. How would a motivation researcher using drive reduction theory explain this participant's behavior?","{""A"": ""Humans are instinctively driven to eat sugar and fat when presented to them."", ""B"": ""The Yerkes-Dodson law explains that people will eat food when presented to them, but usually in moderate amounts in order to avoid being perceived as selfish."", ""C"": ""The primary drive of hunger motivated the person to eat, and then stop when she/he regained homeostasis."", ""D"": ""The research participant was satisfying the second step on the hierarchy of needs: Food needs.""}",C,mmlu,mmlu,mmlu-high_school_psychology,validation
"If the College Board neglected to put any questions that had to do with neuroscience on the AP Psychology exam one year, the test would lack","{""A"": ""construct validity."", ""B"": ""predictive validity."", ""C"": ""concurrent validity."", ""D"": ""content validity.""}",D,mmlu,mmlu,mmlu-high_school_psychology,validation
A researcher has asked participants to complete a questionnaire that will assess how frequently in their lives they experience various emotions using a scale from 1 (never) to 5 (very often). The researcher is particularly interested in the relationship between feelings of guilt and other emotions. This researcher is most likely conducting which of the following types of research?,"{""A"": ""Demographic"", ""B"": ""Observational"", ""C"": ""Correlational"", ""D"": ""Experimental""}",C,mmlu,mmlu,mmlu-high_school_psychology,validation
Which approach emphasizes that therapists can effectively help their clients by offering unconditional positive regard?,"{""A"": ""Gestalt therapy"", ""B"": ""cognitive therapy"", ""C"": ""humanistic therapy"", ""D"": ""behavior modification""}",C,mmlu,mmlu,mmlu-high_school_psychology,validation
"Your girlfriend dumps you. ""I knew you shouldn't have gone out with her,"" says your best friend, who has never uttered this sentiment before. Your friend's comment best illustrates","{""A"": ""overconfidence."", ""B"": ""a theory."", ""C"": ""hindsight bias."", ""D"": ""response bias.""}",C,mmlu,mmlu,mmlu-high_school_psychology,validation
Faye believes that victims of natural disasters are foolish because they should have developed better advance detection and warning systems. Faye is manifesting the,"{""A"": ""false consensus effect."", ""B"": ""self-fulfilling prophecy effect."", ""C"": ""self-serving bias."", ""D"": ""just-world bias.""}",D,mmlu,mmlu,mmlu-high_school_psychology,validation
Select the best translation into predicate logic.George borrows Hector's lawnmower. (g: George; h: Hector; l: Hector's lawnmower; Bxyx: x borrows y from z),"{""A"": ""Blgh"", ""B"": ""Bhlg"", ""C"": ""Bglh"", ""D"": ""Bghl""}",C,mmlu,mmlu,mmlu-formal_logic,train
" Select the best English interpretation of the given arguments in predicate logic.
Dm
(∀x)(Wx ⊃ ~Dx)
(∀x)Wx ∨ Ag	/ (∃x)Ax","{""A"": ""Marina is a dancer. Some weaklings are not dancers. Either everything is a weakling or Georgia plays volleyball. So something plays volleyball."", ""B"": ""Marina is a dancer. No weakling is a dancer. Everything is either a weakling or plays volleyball. So something plays volleyball."", ""C"": ""Marina is a dancer. Some weaklings are not dancers. Everything is either a weakling or plays volleyball. So something plays volleyball."", ""D"": ""Marina is a dancer. No weakling is a dancer. Either everything is a weakling or Georgia plays volleyball. So something plays volleyball.""}",D,mmlu,mmlu,mmlu-formal_logic,train
" Construct a complete truth table for the following pairs of propositions. Then, using the truth tables, determine whether the statements are logically equivalent or contradictory. If neither, determine whether they are consistent or inconsistent. Justify your answers.
E ⊃ (F · E) and ~E · F","{""A"": ""Logically equivalent"", ""B"": ""Contradictory"", ""C"": ""Neither logically equivalent nor contradictory, but consistent"", ""D"": ""Inconsistent""}",C,mmlu,mmlu,mmlu-formal_logic,train
" Which of the given formulas of PL is the best symbolization of the following sentence?
Turtles live long lives and are happy creatures, unless they are injured.","{""A"": ""(L \u2022 H) \u2261 I"", ""B"": ""(L \u2022 H) \u2228 I"", ""C"": ""L \u2022 (H \u2228 I)"", ""D"": ""L \u2022 (H \u2283 R)""}",B,mmlu,mmlu,mmlu-formal_logic,train
"Identify the antecedent of the following conditional proposition: If the university does not increase financial aid, either the president fails to approve it or the board of trustees prevents it.","{""A"": ""The university increases financial aid."", ""B"": ""The university does not increase financial aid."", ""C"": ""The board of trustees prevents it."", ""D"": ""The president fails to approve it.""}",B,mmlu,mmlu,mmlu-formal_logic,test
" Which of the given formulas of PL is the best symbolization of the following sentence?
Either England's importing beef is not a necessary condition for France's subsidizing agriculture, or China promotes human rights if South Africa supplies diamonds.","{""A"": ""(~F \u2283 E) \u2228 (C \u2261 ~S)"", ""B"": ""(~E \u2283 F) \u2228 (C \u2283 S)"", ""C"": ""(~F \u2283 E) \u2228 (C \u2261 S)"", ""D"": ""~(F \u2283 E) \u2228 (S \u2283 C)""}",D,mmlu,mmlu,mmlu-formal_logic,test
" Which of the given formulas of PL is the best symbolization of the following sentence?
Either England's importing beef is a sufficient condition for France's subsidizing agriculture or China's promoting human rights is a necessary condition for South Africa's supplying diamonds.","{""A"": ""(E \u2283 F) \u2228 (S \u2283 C)"", ""B"": ""(F \u2283 E) \u2228 (C \u2283 S)"", ""C"": ""(E \u2283 F) \u2228 (C \u2283 S)"", ""D"": ""(F \u2283 E) \u2228 (S \u2283 C)""}",A,mmlu,mmlu,mmlu-formal_logic,test
" Which of the given formulas of PL is the best symbolization of the following sentence?
Elliott likes to skateboard or he likes to write songs and to play them.","{""A"": ""S \u2228 (W \u2022 P)"", ""B"": ""(S \u2228 W) \u2228 P"", ""C"": ""S \u2022 (W \u2228 P)"", ""D"": ""(S \u2022 W) \u2228 P""}",A,mmlu,mmlu,mmlu-formal_logic,validation
" Use indirect truth tables to determine whether each set of propositions is consistent. If the set is consistent, choose an option with a consistent valuation. (There may be other consistent valuations.)
~(J ∨ ~K)
L ⊃ M
(J ∨ L) ⊃ (K · M)","{""A"": ""Inconsistent"", ""B"": ""Consistent. Consistent valuation when J, K, and M are true and L is false"", ""C"": ""Consistent. Consistent valuation when L and M are true and J and K are false"", ""D"": ""Consistent. Consistent valuation when K and M are true and J and L are false""}",D,mmlu,mmlu,mmlu-formal_logic,validation
"Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
~E ∨ F
~F / E","{""A"": ""Valid"", ""B"": ""Invalid. Counterexample when E and F are true"", ""C"": ""Invalid. Counterexample when E is true and F is false"", ""D"": ""Invalid. Counterexample when E and F are false""}",D,mmlu,mmlu,mmlu-formal_logic,validation
"Suppose X and Y are random variables with E(X) = 37, var(X) = 5, E(Y) = 62, and var(Y) = 12. What are the expected value and variance of the random variable X + Y?","{""A"": ""E(X + Y) = 99, var(X + Y) = 8.5"", ""B"": ""E(X + Y) = 99, var(X + Y) = 13"", ""C"": ""E(X + Y) = 99, var(X + Y) = 17"", ""D"": ""There is insufficient information to answer this question.""}",D,mmlu,mmlu,mmlu-high_school_statistics,train
"After a frost warning was issued, the owner of a large orange grove asked his workers to spray all his trees with water. The water was supposed to freeze and form a protective covering of ice around the orange blossom. Nevertheless, the owner suspected that some trees suffered considerable damage due to the frost. To estimate the proportion of trees that suffered more than 50 percent damage due to the frost, he took a random sample of 100 trees from his grove. What is the response variable in this experiment?","{""A"": ""The proportion of trees that suffered more than 50 percent damage due to frost."", ""B"": ""The number of trees affected by the frost."", ""C"": ""The number of trees sampled from the grove."", ""D"": ""For each sampled tree, whether it suffered more than 50 percent damage or at most 50 percent damage.""}",D,mmlu,mmlu,mmlu-high_school_statistics,train
"A new smartwatch is manufactured in one part of a factory, then secured for shipping in another, independent part of the factory. The weight of the smartwatch has a mean of 62 grams and a standard deviation of 1.0 grams. The weight of the packaging (box, user's guide, bubble wrap, etc.) has a mean of 456 grams and a standard deviation of 6 grams. Together, the distribution of the weight of the smartwatch and its packaging would have the following mean and standard deviation:","{""A"": ""Mean 518 grams; standard deviation 7.0 grams"", ""B"": ""Mean 518 grams; standard deviation 3.5 grams"", ""C"": ""Mean 518 grams; standard deviation 6.1 grams"", ""D"": ""Mean 394 grams; standard deviation 6.1 grams""}",C,mmlu,mmlu,mmlu-high_school_statistics,train
"Which of the following sets has the smallest standard deviation? Which has the largest?
I: {1,2,3}
II: {-10,10}
III: {100}
","{""A"": ""I, II"", ""B"": ""II, III"", ""C"": ""III, I"", ""D"": ""III, II""}",D,mmlu,mmlu,mmlu-high_school_statistics,train
"A college admissions officer is interested in comparing the SAT math scores of high school applicants who have and have not taken AP Statistics. She randomly pulls the files of five applicants who took AP Statistics and five applicants who did not, and proceeds to run a t-test to compare the mean SAT math scores of the two groups. Which of the following is a necessary assumption?","{""A"": ""The population variances from each group are known."", ""B"": ""The population variances from each group are unknown."", ""C"": ""The population variances from the two groups are equal."", ""D"": ""The population of SAT scores from each group is normally distributed.""}",D,mmlu,mmlu,mmlu-high_school_statistics,test
A company is interested in comparing the mean sales revenue per salesperson at two different locations. The manager takes a random sample of 10 salespeople from each location independently and records the sales revenue generated by each person during the last four weeks. He decides to use a t-test to compare the mean sales revenue at the two locations. Which of the following assumptions is necessary for the validity of the t-test?,"{""A"": ""The population standard deviations at both locations are equal."", ""B"": ""The population standard deviations at both locations are not equal."", ""C"": ""The population standard deviations at both locations are known."", ""D"": ""The population of the sales records at each location is normally distributed.""}",D,mmlu,mmlu,mmlu-high_school_statistics,test
Which of the following is a correct statement?,"{""A"": ""The probability of a Type II error does not depend on the probability of a Type I error."", ""B"": ""In conducting a hypothesis test, it is possible to simultaneously make both a Type I and a Type II error."", ""C"": ""A Type II error will result if one incorrectly assumes the data are normally distributed."", ""D"": ""When you choose a significance level \u03b1, you're setting the probability of a Type I error to exactly \u03b1.""}",D,mmlu,mmlu,mmlu-high_school_statistics,test
"A test for heartworm in dogs shows a positive result in 96% of dogs that actually have heartworm, and shows a negative result in 98% of dogs with no heartworm. If heartworm actually occurs in 10% of dogs, what is the probability that a randomly selected dog that tested positive for heartworm actually has heartworm?","{""A"": ""11%"", ""B"": ""18%"", ""C"": ""84%"", ""D"": ""88%""}",C,mmlu,mmlu,mmlu-high_school_statistics,test
"A teacher's union and a school district are negotiating salaries for the coming year. The teachers want more money, and the district, claiming, as always, budget constraints, wants to pay as little as possible. The district, like most, has a large number of moderately paid teachers and a few highly paid administrators. The salaries of all teachers and administrators are included in trying to figure out, on average, how much the professional staff currently earn. Which of the following would the teachers' union be most likely to quote during negotiations?","{""A"": ""The mean of all the salaries."", ""B"": ""The mode of all the salaries."", ""C"": ""The standard deviation of all the salaries."", ""D"": ""The median of all the salaries.""}",D,mmlu,mmlu,mmlu-high_school_statistics,test
"A skeptic decides to conduct an experiment in ESP in which a blindfolded subject calls out the color of a card dealt from a regular deck of cards (half the cards are red; the other half, black). One hundred cards are dealt from a well-shuffled pack, with each card being replaced after a deal. Using a 5 percent level of significance, what is the lowest number of cards that the subject needs to call out correctly in order to show that he is doing better than he would if he were simply guessing?","{""A"": ""51"", ""B"": ""59"", ""C"": ""75"", ""D"": ""95""}",B,mmlu,mmlu,mmlu-high_school_statistics,validation
